Year,recovered-in,originated-in,Number
2011,Maine,Iowa,0
2011,Maine,Kansas,0
2011,Maine,Kentucky,0
2011,Maine,Louisiana,0
2011,Maine,Maine,194
2011,Maine,Maryland,1
2011,Maine,Massachusetts,13
2011,Maine,Michigan,1
2011,Maine,Minnesota,0
2011,Maine,Mississippi,1
2011,Maine,Missouri,1
2011,Maine,Montana,0
2011,Maine,Nebraska,2
2011,Maine,Nevada,1
2011,Maine,New Hampshire,8
2011,Maine,New Jersey,0
2011,Maine,New Mexico,0
2011,Maine,New York,7
2011,Maine,North Carolina,1
2011,Maine,North Dakota,0
2011,Maine,Ohio,1
2011,Maine,Oklahoma,0
2011,Maine,Oregon,0
2011,Maine,Pennsylvania,2
2011,Maine,Rhode Island,0
2011,Maine,South Carolina,1
2011,Maine,South Dakota,0
2011,Maine,Tennessee,1
2011,Maine,Texas,4
2011,Maine,Utah,0
2011,Maine,Vermont,0
2011,Maine,Virginia,1
2011,Maine,Washington,0
2011,Maine,West Virginia,1
2011,Maine,Wisconsin,0
2011,Maine,Wyoming,0
2011,Maine,Other,2
2011,Maryland,Alabama,53
2011,Maryland,Alaska,0
2011,Maryland,Arizona,0
2011,Maryland,Arkansas,0
2011,Maryland,California,42
2011,Maryland,Colorado,0
2011,Maryland,Connecticut,0
2011,Maryland,Delaware,64
2011,Maryland,DC,0
2011,Maryland,Florida,105
2011,Maryland,Georgia,127
2011,Maryland,Idaho,0
2011,Maryland,Illinois,0
2011,Maryland,Indiana,0
2011,Maryland,Iowa,0
2011,Maryland,Kansas,0
2011,Maryland,Kentucky,30
2011,Maryland,Louisiana,0
2011,Maryland,Maine,0
2011,Maryland,Maryland,2718
2011,Maryland,Massachusetts,0
2011,Maryland,Michigan,0
2011,Maryland,Minnesota,0
2011,Maryland,Mississippi,0
2011,Maryland,Missouri,0
2011,Maryland,Montana,0
2011,Maryland,Nebraska,0
2011,Maryland,Nevada,0
2011,Maryland,New Hampshire,0
2011,Maryland,New Jersey,0
2011,Maryland,New Mexico,0
2011,Maryland,New York,0
2011,Maryland,North Carolina,153
2011,Maryland,North Dakota,0
2011,Maryland,Ohio,53
2011,Maryland,Oklahoma,0
2011,Maryland,Oregon,0
2011,Maryland,Pennsylvania,265
2011,Maryland,Rhode Island,0
2011,Maryland,South Carolina,95
2011,Maryland,South Dakota,0
2011,Maryland,Tennessee,28
2011,Maryland,Texas,50
2011,Maryland,Utah,0
2011,Maryland,Vermont,0
2011,Maryland,Virginia,418
2011,Maryland,Washington,0
2011,Maryland,West Virginia,146
2011,Maryland,Wisconsin,0
2011,Maryland,Wyoming,0
2011,Maryland,Other,346
2011,Massachusetts,Alabama,15
2011,Massachusetts,Alaska,0
2011,Massachusetts,Arizona,13
2011,Massachusetts,Arkansas,0
2011,Massachusetts,California,38
2011,Massachusetts,Colorado,0
2011,Massachusetts,Connecticut,17
2011,Massachusetts,Delaware,0
2011,Massachusetts,DC,0
2011,Massachusetts,Florida,56
2011,Massachusetts,Georgia,60
2011,Massachusetts,Idaho,0
2011,Massachusetts,Illinois,0
2011,Massachusetts,Indiana,0
2011,Massachusetts,Iowa,0
2011,Massachusetts,Kansas,0
2011,Massachusetts,Kentucky,0
2011,Massachusetts,Louisiana,0
2011,Massachusetts,Maine,79
2011,Massachusetts,Maryland,0
2011,Massachusetts,Massachusetts,351
2011,Massachusetts,Michigan,0
2011,Massachusetts,Minnesota,0
2011,Massachusetts,Mississippi,0
2011,Massachusetts,Missouri,0
2011,Massachusetts,Montana,0
2011,Massachusetts,Nebraska,0
2011,Massachusetts,Nevada,0
2011,Massachusetts,New Hampshire,133
2011,Massachusetts,New Jersey,0
2011,Massachusetts,New Mexico,0
2011,Massachusetts,New York,0
2011,Massachusetts,North Carolina,31
2011,Massachusetts,North Dakota,0
2011,Massachusetts,Ohio,20
2011,Massachusetts,Oklahoma,0
2011,Massachusetts,Oregon,0
2011,Massachusetts,Pennsylvania,13
2011,Massachusetts,Rhode Island,0
2011,Massachusetts,South Carolina,18
2011,Massachusetts,South Dakota,0
2011,Massachusetts,Tennessee,0
2011,Massachusetts,Texas,18
2011,Massachusetts,Utah,0
2011,Massachusetts,Vermont,0
2011,Massachusetts,Virginia,20
2011,Massachusetts,Washington,0
2011,Massachusetts,West Virginia,0
2011,Massachusetts,Wisconsin,0
2011,Massachusetts,Wyoming,0
2011,Massachusetts,Other,138
2011,Michigan,Alabama,72
2011,Michigan,Alaska,0
2011,Michigan,Arizona,22
2011,Michigan,Arkansas,21
2011,Michigan,California,23
2011,Michigan,Colorado,0
2011,Michigan,Connecticut,0
2011,Michigan,Delaware,0
2011,Michigan,DC,0
2011,Michigan,Florida,44
2011,Michigan,Georgia,68
2011,Michigan,Idaho,0
2011,Michigan,Illinois,21
2011,Michigan,Indiana,82
2011,Michigan,Iowa,0
2011,Michigan,Kansas,0
2011,Michigan,Kentucky,74
2011,Michigan,Louisiana,0
2011,Michigan,Maine,0
2011,Michigan,Maryland,0
2011,Michigan,Massachusetts,0
2011,Michigan,Michigan,2070
2011,Michigan,Minnesota,0
2011,Michigan,Mississippi,33
2011,Michigan,Missouri,0
2011,Michigan,Montana,0
2011,Michigan,Nebraska,0
2011,Michigan,Nevada,0
2011,Michigan,New Hampshire,0
2011,Michigan,New Jersey,0
2011,Michigan,New Mexico,0
2011,Michigan,New York,0
2011,Michigan,North Carolina,0
2011,Michigan,North Dakota,0
2011,Michigan,Ohio,169
2011,Michigan,Oklahoma,0
2011,Michigan,Oregon,0
2011,Michigan,Pennsylvania,35
2011,Michigan,Rhode Island,0
2011,Michigan,South Carolina,0
2011,Michigan,South Dakota,0
2011,Michigan,Tennessee,48
2011,Michigan,Texas,47
2011,Michigan,Utah,0
2011,Michigan,Vermont,0
2011,Michigan,Virginia,0
2011,Michigan,Washington,0
2011,Michigan,West Virginia,52
2011,Michigan,Wisconsin,0
2011,Michigan,Wyoming,0
2011,Michigan,Other,165
2011,Minnesota,Alabama,0
2011,Minnesota,Alaska,0
2011,Minnesota,Arizona,0
2011,Minnesota,Arkansas,10
2011,Minnesota,California,19
2011,Minnesota,Colorado,0
2011,Minnesota,Connecticut,0
2011,Minnesota,Delaware,0
2011,Minnesota,DC,0
2011,Minnesota,Florida,12
2011,Minnesota,Georgia,0
2011,Minnesota,Idaho,0
2011,Minnesota,Illinois,11
2011,Minnesota,Indiana,24
2011,Minnesota,Iowa,14
2011,Minnesota,Kansas,0
2011,Minnesota,Kentucky,0
2011,Minnesota,Louisiana,0
2011,Minnesota,Maine,0
2011,Minnesota,Maryland,0
2011,Minnesota,Massachusetts,0
2011,Minnesota,Michigan,11
2011,Minnesota,Minnesota,995
2011,Minnesota,Mississippi,8
2011,Minnesota,Missouri,0
2011,Minnesota,Montana,0
2011,Minnesota,Nebraska,0
2011,Minnesota,Nevada,0
2011,Minnesota,New Hampshire,0
2011,Minnesota,New Jersey,0
2011,Minnesota,New Mexico,0
2011,Minnesota,New York,0
2011,Minnesota,North Carolina,0
2011,Minnesota,North Dakota,18
2011,Minnesota,Ohio,16
2011,Minnesota,Oklahoma,0
2011,Minnesota,Oregon,0
2011,Minnesota,Pennsylvania,0
2011,Minnesota,Rhode Island,0
2011,Minnesota,South Carolina,0
2011,Minnesota,South Dakota,10
2011,Minnesota,Tennessee,0
2011,Minnesota,Texas,32
2011,Minnesota,Utah,0
2011,Minnesota,Vermont,0
2011,Minnesota,Virginia,0
2011,Minnesota,Washington,9
2011,Minnesota,West Virginia,0
2011,Minnesota,Wisconsin,70
2011,Minnesota,Wyoming,0
2011,Minnesota,Other,90
2011,Mississippi,Alabama,47
2011,Mississippi,Alaska,0
2011,Mississippi,Arizona,4
2011,Mississippi,Arkansas,14
2011,Mississippi,California,10
2011,Mississippi,Colorado,0
2011,Mississippi,Connecticut,0
2011,Mississippi,Delaware,0
2011,Mississippi,DC,0
2011,Mississippi,Florida,26
2011,Mississippi,Georgia,28
2011,Mississippi,Idaho,0
2011,Mississippi,Illinois,7
2011,Mississippi,Indiana,0
2011,Mississippi,Iowa,0
2011,Mississippi,Kansas,0
2011,Mississippi,Kentucky,0
2011,Mississippi,Louisiana,78
2011,Mississippi,Maine,0
2011,Mississippi,Maryland,0
2011,Mississippi,Massachusetts,0
2011,Mississippi,Michigan,4
2011,Mississippi,Minnesota,0
2011,Mississippi,Mississippi,1062
2011,Mississippi,Missouri,0
2011,Mississippi,Montana,0
2011,Mississippi,Nebraska,0
2011,Mississippi,Nevada,0
2011,Mississippi,New Hampshire,0
2011,Mississippi,New Jersey,0
2011,Mississippi,New Mexico,0
2011,Mississippi,New York,0
2011,Mississippi,North Carolina,17
2011,Mississippi,North Dakota,0
2011,Mississippi,Ohio,9
2011,Mississippi,Oklahoma,4
2011,Mississippi,Oregon,0
2011,Mississippi,Pennsylvania,5
2011,Mississippi,Rhode Island,0
2011,Mississippi,South Carolina,4
2011,Mississippi,South Dakota,0
2011,Mississippi,Tennessee,52
2011,Mississippi,Texas,37
2011,Mississippi,Utah,0
2011,Mississippi,Vermont,0
2011,Mississippi,Virginia,9
2011,Mississippi,Washington,4
2011,Mississippi,West Virginia,0
2011,Mississippi,Wisconsin,4
2011,Mississippi,Wyoming,0
2011,Mississippi,Other,32
2011,Missouri,Alabama,20
2011,Missouri,Alaska,0
2011,Missouri,Arizona,0
2011,Missouri,Arkansas,51
2011,Missouri,California,33
2011,Missouri,Colorado,23
2011,Missouri,Connecticut,0
2011,Missouri,Delaware,0
2011,Missouri,DC,0
2011,Missouri,Florida,37
2011,Missouri,Georgia,26
2011,Missouri,Idaho,0
2011,Missouri,Illinois,130
2011,Missouri,Indiana,27
2011,Missouri,Iowa,0
2011,Missouri,Kansas,151
2011,Missouri,Kentucky,0
2011,Missouri,Louisiana,0
2011,Missouri,Maine,0
2011,Missouri,Maryland,0
2011,Missouri,Massachusetts,0
2011,Missouri,Michigan,0
2011,Missouri,Minnesota,0
2011,Missouri,Mississippi,29
2011,Missouri,Missouri,2094
2011,Missouri,Montana,0
2011,Missouri,Nebraska,0
2011,Missouri,Nevada,0
2011,Missouri,New Hampshire,0
2011,Missouri,New Jersey,0
2011,Missouri,New Mexico,0
2011,Missouri,New York,0
2011,Missouri,North Carolina,0
2011,Missouri,North Dakota,0
2011,Missouri,Ohio,21
2011,Missouri,Oklahoma,38
2011,Missouri,Oregon,0
2011,Missouri,Pennsylvania,0
2011,Missouri,Rhode Island,0
2011,Missouri,South Carolina,0
2011,Missouri,South Dakota,0
2011,Missouri,Tennessee,34
2011,Missouri,Texas,58
2011,Missouri,Utah,0
2011,Missouri,Vermont,0
2011,Missouri,Virginia,0
2011,Missouri,Washington,0
2011,Missouri,West Virginia,0
2011,Missouri,Wisconsin,0
2011,Missouri,Wyoming,0
2011,Missouri,Other,185
2011,Montana,Alabama,0
2011,Montana,Alaska,0
2011,Montana,Arizona,4
2011,Montana,Arkansas,0
2011,Montana,California,17
2011,Montana,Colorado,0
2011,Montana,Connecticut,0
2011,Montana,Delaware,0
2011,Montana,DC,0
2011,Montana,Florida,3
2011,Montana,Georgia,0
2011,Montana,Idaho,0
2011,Montana,Illinois,0
2011,Montana,Indiana,0
2011,Montana,Iowa,0
2011,Montana,Kansas,4
2011,Montana,Kentucky,0
2011,Montana,Louisiana,0
2011,Montana,Maine,0
2011,Montana,Maryland,0
2011,Montana,Massachusetts,0
2011,Montana,Michigan,0
2011,Montana,Minnesota,0
2011,Montana,Mississippi,0
2011,Montana,Missouri,0
2011,Montana,Montana,230
2011,Montana,Nebraska,0
2011,Montana,Nevada,5
2011,Montana,New Hampshire,0
2011,Montana,New Jersey,0
2011,Montana,New Mexico,0
2011,Montana,New York,4
2011,Montana,North Carolina,0
2011,Montana,North Dakota,4
2011,Montana,Ohio,3
2011,Montana,Oklahoma,5
2011,Montana,Oregon,5
2011,Montana,Pennsylvania,3
2011,Montana,Rhode Island,0
2011,Montana,South Carolina,0
2011,Montana,South Dakota,3
2011,Montana,Tennessee,0
2011,Montana,Texas,4
2011,Montana,Utah,0
2011,Montana,Vermont,0
2011,Montana,Virginia,0
2011,Montana,Washington,6
2011,Montana,West Virginia,0
2011,Montana,Wisconsin,3
2011,Montana,Wyoming,9
2011,Montana,Other,25
2011,Nebraska,Alabama,0
2011,Nebraska,Alaska,0
2011,Nebraska,Arizona,9
2011,Nebraska,Arkansas,6
2011,Nebraska,California,22
2011,Nebraska,Colorado,8
2011,Nebraska,Connecticut,0
2011,Nebraska,Delaware,0
2011,Nebraska,DC,0
2011,Nebraska,Florida,5
2011,Nebraska,Georgia,0
2011,Nebraska,Idaho,0
2011,Nebraska,Illinois,9
2011,Nebraska,Indiana,5
2011,Nebraska,Iowa,65
2011,Nebraska,Kansas,14
2011,Nebraska,Kentucky,0
2011,Nebraska,Louisiana,5
2011,Nebraska,Maine,0
2011,Nebraska,Maryland,0
2011,Nebraska,Massachusetts,0
2011,Nebraska,Michigan,0
2011,Nebraska,Minnesota,0
2011,Nebraska,Mississippi,0
2011,Nebraska,Missouri,14
2011,Nebraska,Montana,0
2011,Nebraska,Nebraska,494
2011,Nebraska,Nevada,0
2011,Nebraska,New Hampshire,0
2011,Nebraska,New Jersey,0
2011,Nebraska,New Mexico,0
2011,Nebraska,New York,0
2011,Nebraska,North Carolina,0
2011,Nebraska,North Dakota,0
2011,Nebraska,Ohio,6
2011,Nebraska,Oklahoma,8
2011,Nebraska,Oregon,0
2011,Nebraska,Pennsylvania,7
2011,Nebraska,Rhode Island,0
2011,Nebraska,South Carolina,0
2011,Nebraska,South Dakota,11
2011,Nebraska,Tennessee,0
2011,Nebraska,Texas,20
2011,Nebraska,Utah,0
2011,Nebraska,Vermont,0
2011,Nebraska,Virginia,0
2011,Nebraska,Washington,0
2011,Nebraska,West Virginia,0
2011,Nebraska,Wisconsin,0
2011,Nebraska,Wyoming,0
2011,Nebraska,Other,55
2011,Nevada,Alabama,0
2011,Nevada,Alaska,0
2011,Nevada,Arizona,64
2011,Nevada,Arkansas,0
2011,Nevada,California,133
2011,Nevada,Colorado,27
2011,Nevada,Connecticut,0
2011,Nevada,Delaware,0
2011,Nevada,DC,0
2011,Nevada,Florida,15
2011,Nevada,Georgia,10
2011,Nevada,Idaho,18
2011,Nevada,Illinois,0
2011,Nevada,Indiana,9
2011,Nevada,Iowa,0
2011,Nevada,Kansas,0
2011,Nevada,Kentucky,0
2011,Nevada,Louisiana,0
2011,Nevada,Maine,0
2011,Nevada,Maryland,0
2011,Nevada,Massachusetts,0
2011,Nevada,Michigan,0
2011,Nevada,Minnesota,0
2011,Nevada,Mississippi,9
2011,Nevada,Missouri,0
2011,Nevada,Montana,0
2011,Nevada,Nebraska,8
2011,Nevada,Nevada,1001
2011,Nevada,New Hampshire,0
2011,Nevada,New Jersey,0
2011,Nevada,New Mexico,8
2011,Nevada,New York,0
2011,Nevada,North Carolina,0
2011,Nevada,North Dakota,0
2011,Nevada,Ohio,9
2011,Nevada,Oklahoma,0
2011,Nevada,Oregon,8
2011,Nevada,Pennsylvania,0
2011,Nevada,Rhode Island,0
2011,Nevada,South Carolina,0
2011,Nevada,South Dakota,0
2011,Nevada,Tennessee,9
2011,Nevada,Texas,30
2011,Nevada,Utah,41
2011,Nevada,Vermont,0
2011,Nevada,Virginia,0
2011,Nevada,Washington,29
2011,Nevada,West Virginia,0
2011,Nevada,Wisconsin,0
2011,Nevada,Wyoming,0
2011,Nevada,Other,89
2011,New Hampshire,Alabama,0
2011,New Hampshire,Alaska,0
2011,New Hampshire,Arizona,1
2011,New Hampshire,Arkansas,0
2011,New Hampshire,California,1
2011,New Hampshire,Colorado,0
2011,New Hampshire,Connecticut,0
2011,New Hampshire,Delaware,0
2011,New Hampshire,DC,0
2011,New Hampshire,Florida,1
2011,New Hampshire,Georgia,0
2011,New Hampshire,Idaho,0
2011,New Hampshire,Illinois,0
2011,New Hampshire,Indiana,0
2011,New Hampshire,Iowa,0
2011,New Hampshire,Kansas,0
2011,New Hampshire,Kentucky,0
2011,New Hampshire,Louisiana,1
2011,New Hampshire,Maine,20
2011,New Hampshire,Maryland,0
2011,New Hampshire,Massachusetts,7
2011,New Hampshire,Michigan,1
2011,New Hampshire,Minnesota,0
2011,New Hampshire,Mississippi,0
2011,New Hampshire,Missouri,1
2011,New Hampshire,Montana,0
2011,New Hampshire,Nebraska,0
2011,New Hampshire,Nevada,0
2011,New Hampshire,New Hampshire,83
2011,New Hampshire,New Jersey,1
2011,New Hampshire,New Mexico,0
2011,New Hampshire,New York,0
2011,New Hampshire,North Carolina,0
2011,New Hampshire,North Dakota,0
2011,New Hampshire,Ohio,0
2011,New Hampshire,Oklahoma,1
2011,New Hampshire,Oregon,0
2011,New Hampshire,Pennsylvania,3
2011,New Hampshire,Rhode Island,0
2011,New Hampshire,South Carolina,0
2011,New Hampshire,South Dakota,0
2011,New Hampshire,Tennessee,1
2011,New Hampshire,Texas,3
2011,New Hampshire,Utah,0
2011,New Hampshire,Vermont,4
2011,New Hampshire,Virginia,0
2011,New Hampshire,Washington,1
2011,New Hampshire,West Virginia,1
2011,New Hampshire,Wisconsin,0
2011,New Hampshire,Wyoming,0
2011,New Hampshire,Other,1
2011,New Jersey,Alabama,38
2011,New Jersey,Alaska,0
2011,New Jersey,Arizona,0
2011,New Jersey,Arkansas,0
2011,New Jersey,California,0
2011,New Jersey,Colorado,0
2011,New Jersey,Connecticut,0
2011,New Jersey,Delaware,34
2011,New Jersey,DC,0
2011,New Jersey,Florida,104
2011,New Jersey,Georgia,145
2011,New Jersey,Idaho,0
2011,New Jersey,Illinois,0
2011,New Jersey,Indiana,0
2011,New Jersey,Iowa,0
2011,New Jersey,Kansas,0
2011,New Jersey,Kentucky,19
2011,New Jersey,Louisiana,0
2011,New Jersey,Maine,0
2011,New Jersey,Maryland,0
2011,New Jersey,Massachusetts,0
2011,New Jersey,Michigan,0
2011,New Jersey,Minnesota,0
2011,New Jersey,Mississippi,0
2011,New Jersey,Missouri,0
2011,New Jersey,Montana,0
2011,New Jersey,Nebraska,0
2011,New Jersey,Nevada,0
2011,New Jersey,New Hampshire,0
2011,New Jersey,New Jersey,432
2011,New Jersey,New Mexico,0
2011,New Jersey,New York,51
2011,New Jersey,North Carolina,196
2011,New Jersey,North Dakota,0
2011,New Jersey,Ohio,82
2011,New Jersey,Oklahoma,0
2011,New Jersey,Oregon,0
2011,New Jersey,Pennsylvania,363
2011,New Jersey,Rhode Island,0
2011,New Jersey,South Carolina,122
2011,New Jersey,South Dakota,0
2011,New Jersey,Tennessee,28
2011,New Jersey,Texas,40
2011,New Jersey,Utah,0
2011,New Jersey,Vermont,0
2011,New Jersey,Virginia,170
2011,New Jersey,Washington,0
2011,New Jersey,West Virginia,44
2011,New Jersey,Wisconsin,0
2011,New Jersey,Wyoming,0
2011,New Jersey,Other,195
2011,New Mexico,Alabama,5
2011,New Mexico,Alaska,0
2011,New Mexico,Arizona,30
2011,New Mexico,Arkansas,0
2011,New Mexico,California,16
2011,New Mexico,Colorado,19
2011,New Mexico,Connecticut,0
2011,New Mexico,Delaware,0
2011,New Mexico,DC,0
2011,New Mexico,Florida,0
2011,New Mexico,Georgia,3
2011,New Mexico,Idaho,0
2011,New Mexico,Illinois,0
2011,New Mexico,Indiana,0
2011,New Mexico,Iowa,0
2011,New Mexico,Kansas,3
2011,New Mexico,Kentucky,3
2011,New Mexico,Louisiana,0
2011,New Mexico,Maine,0
2011,New Mexico,Maryland,0
2011,New Mexico,Massachusetts,4
2011,New Mexico,Michigan,0
2011,New Mexico,Minnesota,0
2011,New Mexico,Mississippi,4
2011,New Mexico,Missouri,0
2011,New Mexico,Montana,0
2011,New Mexico,Nebraska,0
2011,New Mexico,Nevada,0
2011,New Mexico,New Hampshire,0
2011,New Mexico,New Jersey,0
2011,New Mexico,New Mexico,528
2011,New Mexico,New York,0
2011,New Mexico,North Carolina,0
2011,New Mexico,North Dakota,0
2011,New Mexico,Ohio,3
2011,New Mexico,Oklahoma,9
2011,New Mexico,Oregon,0
2011,New Mexico,Pennsylvania,3
2011,New Mexico,Rhode Island,0
2011,New Mexico,South Carolina,0
2011,New Mexico,South Dakota,0
2011,New Mexico,Tennessee,0
2011,New Mexico,Texas,46
2011,New Mexico,Utah,6
2011,New Mexico,Vermont,0
2011,New Mexico,Virginia,0
2011,New Mexico,Washington,3
2011,New Mexico,West Virginia,0
2011,New Mexico,Wisconsin,0
2011,New Mexico,Wyoming,0
2011,New Mexico,Other,29
2011,New York,Alabama,109
2011,New York,Alaska,0
2011,New York,Arizona,48
2011,New York,Arkansas,0
2011,New York,California,69
2011,New York,Colorado,0
2011,New York,Connecticut,54
2011,New York,Delaware,0
2011,New York,DC,0
2011,New York,Florida,341
2011,New York,Georgia,332
2011,New York,Idaho,0
2011,New York,Illinois,0
2011,New York,Indiana,0
2011,New York,Iowa,0
2011,New York,Kansas,0
2011,New York,Kentucky,0
2011,New York,Louisiana,0
2011,New York,Maine,0
2011,New York,Maryland,0
2011,New York,Massachusetts,0
2011,New York,Michigan,0
2011,New York,Minnesota,0
2011,New York,Mississippi,0
2011,New York,Missouri,0
2011,New York,Montana,0
2011,New York,Nebraska,0
2011,New York,Nevada,0
2011,New York,New Hampshire,0
2011,New York,New Jersey,0
2011,New York,New Mexico,0
2011,New York,New York,1595
2011,New York,North Carolina,349
2011,New York,North Dakota,0
2011,New York,Ohio,170
2011,New York,Oklahoma,0
2011,New York,Oregon,0
2011,New York,Pennsylvania,368
2011,New York,Rhode Island,0
2011,New York,South Carolina,328
2011,New York,South Dakota,0
2011,New York,Tennessee,56
2011,New York,Texas,110
2011,New York,Utah,0
2011,New York,Vermont,0
2011,New York,Virginia,407
2011,New York,Washington,0
2011,New York,West Virginia,59
2011,New York,Wisconsin,0
2011,New York,Wyoming,0
2011,New York,Other,578
2011,North Carolina,Alabama,55
2011,North Carolina,Alaska,0
2011,North Carolina,Arizona,0
2011,North Carolina,Arkansas,0
2011,North Carolina,California,47
2011,North Carolina,Colorado,0
2011,North Carolina,Connecticut,0
2011,North Carolina,Delaware,0
2011,North Carolina,DC,0
2011,North Carolina,Florida,205
2011,North Carolina,Georgia,220
2011,North Carolina,Idaho,0
2011,North Carolina,Illinois,0
2011,North Carolina,Indiana,0
2011,North Carolina,Iowa,0
2011,North Carolina,Kansas,0
2011,North Carolina,Kentucky,51
2011,North Carolina,Louisiana,36
2011,North Carolina,Maine,0
2011,North Carolina,Maryland,0
2011,North Carolina,Massachusetts,0
2011,North Carolina,Michigan,0
2011,North Carolina,Minnesota,0
2011,North Carolina,Mississippi,0
2011,North Carolina,Missouri,0
2011,North Carolina,Montana,0
2011,North Carolina,Nebraska,0
2011,North Carolina,Nevada,0
2011,North Carolina,New Hampshire,0
2011,North Carolina,New Jersey,0
2011,North Carolina,New Mexico,0
2011,North Carolina,New York,41
2011,North Carolina,North Carolina,5470
2011,North Carolina,North Dakota,0
2011,North Carolina,Ohio,83
2011,North Carolina,Oklahoma,0
2011,North Carolina,Oregon,0
2011,North Carolina,Pennsylvania,56
2011,North Carolina,Rhode Island,0
2011,North Carolina,South Carolina,398
2011,North Carolina,South Dakota,0
2011,North Carolina,Tennessee,94
2011,North Carolina,Texas,86
2011,North Carolina,Utah,0
2011,North Carolina,Vermont,0
2011,North Carolina,Virginia,339
2011,North Carolina,Washington,0
2011,North Carolina,West Virginia,61
2011,North Carolina,Wisconsin,0
2011,North Carolina,Wyoming,0
2011,North Carolina,Other,411
2011,North Dakota,Alabama,1
2011,North Dakota,Alaska,1
2011,North Dakota,Arizona,4
2011,North Dakota,Arkansas,3
2011,North Dakota,California,3
2011,North Dakota,Colorado,1
2011,North Dakota,Connecticut,0
2011,North Dakota,Delaware,0
2011,North Dakota,DC,0
2011,North Dakota,Florida,2
2011,North Dakota,Georgia,1
2011,North Dakota,Idaho,1
2011,North Dakota,Illinois,0
2011,North Dakota,Indiana,1
2011,North Dakota,Iowa,1
2011,North Dakota,Kansas,0
2011,North Dakota,Kentucky,0
2011,North Dakota,Louisiana,1
2011,North Dakota,Maine,1
2011,North Dakota,Maryland,0
2011,North Dakota,Massachusetts,0
2011,North Dakota,Michigan,0
2011,North Dakota,Minnesota,10
2011,North Dakota,Mississippi,0
2011,North Dakota,Missouri,0
2011,North Dakota,Montana,5
2011,North Dakota,Nebraska,1
2011,North Dakota,Nevada,1
2011,North Dakota,New Hampshire,0
2011,North Dakota,New Jersey,0
2011,North Dakota,New Mexico,0
2011,North Dakota,New York,2
2011,North Dakota,North Carolina,4
2011,North Dakota,North Dakota,80
2011,North Dakota,Ohio,1
2011,North Dakota,Oklahoma,2
2011,North Dakota,Oregon,0
2011,North Dakota,Pennsylvania,0
2011,North Dakota,Rhode Island,0
2011,North Dakota,South Carolina,0
2011,North Dakota,South Dakota,2
2011,North Dakota,Tennessee,0
2011,North Dakota,Texas,2
2011,North Dakota,Utah,0
2011,North Dakota,Vermont,0
2011,North Dakota,Virginia,0
2011,North Dakota,Washington,0
2011,North Dakota,West Virginia,0
2011,North Dakota,Wisconsin,0
2011,North Dakota,Wyoming,0
2011,North Dakota,Other,0
2011,Ohio,Alabama,30
2011,Ohio,Alaska,0
2011,Ohio,Arizona,30
2011,Ohio,Arkansas,0
2011,Ohio,California,36
2011,Ohio,Colorado,0
2011,Ohio,Connecticut,0
2011,Ohio,Delaware,0
2011,Ohio,DC,0
2011,Ohio,Florida,78
2011,Ohio,Georgia,51
2011,Ohio,Idaho,0
2011,Ohio,Illinois,27
2011,Ohio,Indiana,122
2011,Ohio,Iowa,0
2011,Ohio,Kansas,0
2011,Ohio,Kentucky,285
2011,Ohio,Louisiana,0
2011,Ohio,Maine,0
2011,Ohio,Maryland,0
2011,Ohio,Massachusetts,0
2011,Ohio,Michigan,75
2011,Ohio,Minnesota,0
2011,Ohio,Mississippi,0
2011,Ohio,Missouri,0
2011,Ohio,Montana,0
2011,Ohio,Nebraska,0
2011,Ohio,Nevada,0
2011,Ohio,New Hampshire,0
2011,Ohio,New Jersey,0
2011,Ohio,New Mexico,0
2011,Ohio,New York,0
2011,Ohio,North Carolina,0
2011,Ohio,North Dakota,0
2011,Ohio,Ohio,5225
2011,Ohio,Oklahoma,0
2011,Ohio,Oregon,0
2011,Ohio,Pennsylvania,70
2011,Ohio,Rhode Island,0
2011,Ohio,South Carolina,0
2011,Ohio,South Dakota,0
2011,Ohio,Tennessee,37
2011,Ohio,Texas,58
2011,Ohio,Utah,0
2011,Ohio,Vermont,0
2011,Ohio,Virginia,31
2011,Ohio,Washington,0
2011,Ohio,West Virginia,133
2011,Ohio,Wisconsin,0
2011,Ohio,Wyoming,0
2011,Ohio,Other,287
2011,Oklahoma,Alabama,7
2011,Oklahoma,Alaska,0
2011,Oklahoma,Arizona,11
2011,Oklahoma,Arkansas,38
2011,Oklahoma,California,16
2011,Oklahoma,Colorado,7
2011,Oklahoma,Connecticut,0
2011,Oklahoma,Delaware,0
2011,Oklahoma,DC,0
2011,Oklahoma,Florida,12
2011,Oklahoma,Georgia,15
2011,Oklahoma,Idaho,0
2011,Oklahoma,Illinois,0
2011,Oklahoma,Indiana,0
2011,Oklahoma,Iowa,0
2011,Oklahoma,Kansas,28
2011,Oklahoma,Kentucky,0
2011,Oklahoma,Louisiana,11
2011,Oklahoma,Maine,0
2011,Oklahoma,Maryland,0
2011,Oklahoma,Massachusetts,0
2011,Oklahoma,Michigan,0
2011,Oklahoma,Minnesota,0
2011,Oklahoma,Mississippi,7
2011,Oklahoma,Missouri,25
2011,Oklahoma,Montana,0
2011,Oklahoma,Nebraska,0
2011,Oklahoma,Nevada,0
2011,Oklahoma,New Hampshire,0
2011,Oklahoma,New Jersey,0
2011,Oklahoma,New Mexico,10
2011,Oklahoma,New York,0
2011,Oklahoma,North Carolina,7
